get_params.prdctvId,get_params.url,timestamp,referer,ip,accept_language,user_agent
ea4b0bc0-383e-4ede-8ab4-193349405438,https://www.vivelafete.com/pilgrims-thanksgiving-smocked-bishop-1.html,2015-10-25T20:49:07.759Z,https://www.vivelafete.com/pilgrims-thanksgiving-smocked-bishop-1.html,97.88.176.149,en-us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1"
ea4b0bc0-383e-4ede-8ab4-193349405438,https://www.vivelafete.com/checkout/cart/,2015-10-25T20:49:52.602Z,https://www.vivelafete.com/checkout/cart/,97.88.176.149,en-us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1"
ea4b0bc0-383e-4ede-8ab4-193349405438,https://www.vivelafete.com/checkout/onepage/,2015-10-25T20:49:59.296Z,https://www.vivelafete.com/checkout/onepage/,97.88.176.149,en-us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1"
37c20344-f16b-43da-9e2d-6afc72a176bd,https://www.vivelafete.com/catalogsearch/result/?q=turkey,2015-10-25T20:50:09.867Z,https://www.vivelafete.com/catalogsearch/result/?q=turkey,66.87.75.239,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
37c20344-f16b-43da-9e2d-6afc72a176bd,https://www.vivelafete.com/catalogsearch/result/?q=turkey,2015-10-25T20:50:21.427Z,https://www.vivelafete.com/catalogsearch/result/?q=turkey,66.87.75.239,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
ea4b0bc0-383e-4ede-8ab4-193349405438,https://www.vivelafete.com/checkout/cart/,2015-10-25T20:50:27.604Z,https://www.vivelafete.com/checkout/cart/,97.88.176.149,en-us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1"
ea4b0bc0-383e-4ede-8ab4-193349405438,https://www.vivelafete.com/pilgrims-thanksgiving-smocked-bishop-1.html,2015-10-25T20:50:30.078Z,https://www.vivelafete.com/pilgrims-thanksgiving-smocked-bishop-1.html,97.88.176.149,en-us,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1"
37c20344-f16b-43da-9e2d-6afc72a176bd,https://www.vivelafete.com/catalogsearch/result/?q=turkey,2015-10-25T20:50:35.221Z,https://www.vivelafete.com/catalogsearch/result/?q=turkey,66.87.75.239,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
37c20344-f16b-43da-9e2d-6afc72a176bd,https://www.vivelafete.com/girls.html,2015-10-25T20:50:46.058Z,https://www.vivelafete.com/girls.html,66.87.75.239,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
f046f19a-4a43-4c5e-99de-57e76e8e9930,https://www.vivelafete.com/red-corduroy-boys-longall-6.html,2015-10-25T20:50:56.724Z,https://www.vivelafete.com/red-corduroy-boys-longall-6.html,65.190.81.66,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4"
37c20344-f16b-43da-9e2d-6afc72a176bd,https://www.vivelafete.com/girls.html?cat=16,2015-10-25T20:51:43.512Z,https://www.vivelafete.com/girls.html?cat=16,66.87.75.239,en-us,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
ca961738-52cb-46c2-b4fd-266fd3b99659,https://www.vivelafete.com/,2015-10-25T20:53:10.967Z,https://www.vivelafete.com/,75.131.84.79,en-us,"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
ca961738-52cb-46c2-b4fd-266fd3b99659,https://www.vivelafete.com/girls.html,2015-10-25T20:53:33.833Z,https://www.vivelafete.com/girls.html,75.131.84.79,en-us,"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
